Influenza like illness,33
Upper respiratory tract infection,33
Hypoaesthesia,32
Sinusitis,32
Pelvic pain,32
Fatigue,32
Back pain,32
Ovarian cyst,31
Abdominal pain lower,31
Genital haemorrhage,31
Abdominal pain upper,31
Pain,31
Influenza,31
Acute sinusitis,31
Procedural pain,31
Arthralgia,31
Bronchitis,31
Plantar fasciitis,31
Sleep apnoea syndrome,31
Musculoskeletal pain,31
Intervertebral disc degeneration,31
Non-cardiac chest pain,31
Dizziness,31
Neck pain,31
Early satiety,31
Headache,31
Sinus tachycardia,30
Nasal congestion,30
Nausea,30
Gastroenteritis viral,30
Pulseless electrical activity,30
Diarrhoea,30
Onychomycosis,30
Swelling face,30
Hyperkeratosis,30
Mitral valve incompetence,30
Hyperlipidaemia,30
Cellulitis,30
Sinus headache,30
Spinal column stenosis,30
Cholelithiasis,30
Poor quality sleep,30
Device issue,30
Uterine perforation,30
Urticaria,30
Oedema peripheral,30
Musculoskeletal chest pain,30
Pulmonary mass,30
Vaginal haemorrhage,30
Pharyngitis streptococcal,30
Flank pain,30
Multiple sclerosis relapse,30
Sinus congestion,30
Tooth infection,29
Spinal osteoarthritis,29
Bone loss,29
Sacroiliitis,29
Tooth fracture,29
Chills,29
Oropharyngeal pain,29
Lymphadenopathy,29
Paraesthesia,29
Therapeutic response changed,29
Ear pain,29
Respiratory tract congestion,29
Gallbladder disorder,29
Pharyngeal oedema,29
Thyroid cancer metastatic,29
Odynophagia,29
Abdominal tenderness,29
Toothache,29
Abdominal distension,29
Mean cell haemoglobin concentration decreased,29
Haemorrhoids,29
Spondylolisthesis,29
Menorrhagia,29
Dyspareunia,29
Pharyngitis,29
Dysuria,29
Cough,29
Migraine,29
Weight decreased,29
Pleural fibrosis,29
Nasal septum deviation,29
Nephrolithiasis,29
Irritable bowel syndrome,29
Scar,29
Uterine enlargement,29
Laceration,29
Hyperhidrosis,29
Uterine leiomyoma,29
Non-alcoholic steatohepatitis,29
Breath odour,29
Phlebolith,29
Presbyopia,29
Osteoarthritis,29
Cerumen impaction,29
Insomnia,29
Tooth abscess,29
Intervertebral disc disorder,29
Cardiac murmur,29
Diverticulitis,29
Laziness,28
Hyperchlorhydria,28
Depression,28
Injection site bruising,28
Nasal disorder,28
Stress,28
Heart rate increased,28
Contusion,28
Carpal tunnel syndrome,28
Excoriation,28
Myofascial pain syndrome,28
Diverticulum,28
Gallbladder polyp,28
Osteosclerosis,28
Plasmacytosis,28
Diastolic dysfunction,28
Ejection fraction decreased,28
Gallbladder non-functioning,28
Ischaemic cardiomyopathy,28
Adjustment disorder,28
Left ventricular dysfunction,28
Drug intolerance,28
Tricuspid valve incompetence,28
Vulvovaginal candidiasis,28
Arteriosclerosis,28
Skin exfoliation,28
Rhinitis allergic,28
Colonic polyp,28
Epistaxis,28
Chest pain,28
Local swelling,28
Drug ineffective,28
Pollakiuria,28
Joint swelling,28
Sciatica,28
Hypercholesterolaemia,28
Urinary tract infection,28
Bone pain,28
Reaction to drug excipients,28
Dysphagia,28
Vertigo positional,28
Hypersensitivity,28
Ecchymosis,28
Anhedonia,28
Facial pain,28
Muscle spasms,28
Orthopnoea,28
Rhinorrhoea,28
Fibromyalgia,28
Vomiting,28
Abdominal pain,28
Dyspnoea exertional,28
Bursitis,28
Injection site mass,28
Exostosis,28
Essential hypertension,28
Mitral valve calcification,28
Joint effusion,28
Otitis media,28
Eustachian tube dysfunction,28
Gastroenteritis,28
Hypertrophy,28
Tinnitus,28
Morton's neuroma,28
Lymphadenopathy mediastinal,28
Polyuria,28
Paraesthesia oral,28
Peripheral swelling,28
Electrocardiogram poor R-wave progression,28
Chronic fatigue syndrome,28
Injection site erythema,28
Ligament sprain,28
Vision blurred,28
Hyperglycaemia,28
Lumbar radiculopathy,28
Osteopenia,28
Otitis externa,28
Pulmonary valve incompetence,28
Dyslipidaemia,28
Intertrigo candida,28
Lymphoedema,28
Tongue coated,28
Glucose tolerance impaired,28
Lumbar spine flattening,28
Biliary colic,28
Duodenal ulcer haemorrhage,28
Dental caries,28
Weight fluctuation,28
Coronary artery disease,28
Dyspepsia,28
Bone fragmentation,28
Swelling,28
