Substances and Cells (CHEM),11
Substances,11
Heterocyclic Compounds,10
"Heterocyclic Compounds, 2-Ring",9
"Heterocyclic Compounds, Fused-Ring",9
Benzimidazoles,6
Pimozide,6
"Heterocyclic Compounds, 1-Ring",4
Inorganic Chemicals,3
Organic Chemicals,3
Sulfur Compounds,3
Amides,3
Carboxylic Acids,2
Azoles,2
"Acids, Acyclic",2
Linezolid,1
Oxazoles,1
"Heterocyclic Compounds, 3-Ring",1
Methylene Blue,1
"Fatty Acids, Volatile",1
Oxazolidinones,1
Acetates,1
Phenothiazines,1
Pyrans,1
Acetamides,1
Sulfones,1
Sulfonamides,1
Fatty Acids,1
4-Hydroxycoumarins,1
Warfarin,1
Benzopyrans,1
Coumarins,1
Benzazepines,1
Benzodiazepines,1
"Heterocyclic Compounds, 4 or More Rings",1
Benzylisoquinolines,1
Alkaloids,1
Isoquinolines,1
Aporphines,1
Lipids,1
Sulfides,1
Triazoles,1
Piperazines,1
Polycyclic Aromatic Hydrocarbons,1
Disulfides,1
Thiocarbamates,1
Naphthacenes,1
Disulfiram,1
beta-Lactams,1
Hydrocarbons,1
Carbamates,1
Lactams,1
Tetracycline,1
Acids,1
Electrolytes,1
"Hydrocarbons, Cyclic",1
Ditiocarb,1
Polycyclic Compounds,1
Tetracyclines,1
Gases,1
"Acids, Noncarboxylic",1
Hydrogen Sulfide,1
Penicillins,1
Ions,1
"Hydrocarbons, Aromatic",1
Anions,1
Apomorphine,1
